Case_ID,Attack_Type,Country,Region,Location,Victim_Name,Injury,Fatal,original order,Ages,Dates,Days,Months,Years,Sex_U,Sex_M,Activities,Species_Shark,long_shark
1964.03.05,Unprovoked,United States,Florida,"Fort Lauderdale, Broward County",James R. Duryea,"Minor injury, abdomen abraded when he collided with the shark",N,2547.0,38,05-03-1964,5.0,3.0,1964.0,M,M,diving,Shark,1.7
1964.03.00,Unprovoked,Senegal,Cap Vert Peninsula,"Bel Air, Dakar",O.D.,Thigh & hand bitten,N,2546.0,27,01-03-1964,1.0,3.0,1964.0,M,M,other,Unknown,3.0
1964.02.17.R,Provoked,Fiji,Unknown,Savuli Reef,"boat, occupant: R. Southey of Lautoka",Hooked shark bit boat PROVOKED INCIDENT,N,2545.0,27,17-02-1964,17.0,2.0,1964.0,Unknown,M,fishing,Tiger Shark,3.5
1964.02.14.b,Unprovoked,New Caledonia,Unknown,Unknown,Bernard Taye,"FATAL, foot & part of other leg severed  ",Y,2544.0,15,14-02-1964,14.0,2.0,1964.0,M,M,other,Unknown,Unknown
1964.02.14.a,Unprovoked,Fiji,Vanua Levu,"Nailou Village, Tunuloa Natewa Bay",Ivo Berabi,"FATAL, thigh and abdomen bitten ",Y,2543.0,17,14-02-1964,14.0,2.0,1964.0,M,M,fishing,Unknown,Unknown
1964.02.11,Unprovoked,New Zealand,North Island,"Palliser Bay, Whatarangi (east of Wellington)",male,Hand lacerated,N,2542.0,27,11-02-1964,11.0,2.0,1964.0,M,M,other,Unknown,Unknown
1964.02.10,Unprovoked,New Zealand,North Island,"West of Pukerua Bay, Wellington",Dr. Ken R. Markham,"No injury to diver, shark bit speargun",N,2541.0,26,10-02-1964,10.0,2.0,1964.0,M,M,fishing,White Shark,3.0
1964.02.08,Unprovoked,South Africa,Western Cape Province,Muizenberg,Alan Saffery,Right ankle lacerated,N,2540.0,25,08-02-1954,8.0,2.0,1954.0,M,M,boarding,White Shark,1.5
1964.02.05.b,Unprovoked,New Zealand,North Island,"Hokio Beach, near Levin",male,Right leg & shoulder lacerated,N,2539.0,27,05-02-1964,5.0,2.0,1964.0,M,M,other,Sand Shark,Unknown
1964.02.05.a,Unprovoked,New Zealand,South Island,"St. Clair Beach, Dunedin",Leslie Francis Jordan,"FATAL, both legs bitten & right leg severed at knee ",Y,2538.0,19,05-02-1964,5.0,2.0,1964.0,M,M,swimming,White Shark,3.0
1964.02.02,Invalid,Australia,Queensland,Brisbane,Neil Buckley,Body not recovered  / May have drowned prior to shark involvement,Y,2537.0,23,02-02-1964,2.0,2.0,1964.0,M,M,swimming,Unknown,Unknown
1964.02.01,Boat,New Zealand,South Island,"Ngatuka Bay, near Picton","dinghy, occupants: T. Shipston, T. Whitta, L Cox, T. Jones, R. Genet & W. Pearce","No injury to occupants , shark nudged oars",N,2536.0,27,01-02-1964,1.0,2.0,1964.0,Unknown,M,boating,Shark,1.8
1964.02.00.b,Unprovoked,United States,Florida,Palm Beach County,Noel Feustel,No injury,N,2535.0,12,01-02-1964,1.0,2.0,1964.0,M,M,other,Hammerhead Shark,Unknown
1964.02.00.a,Unprovoked,Costa Rica,Puntarenas Province,Puntarenas,male,"FATAL, right arm & left thigh bitten ",Y,2534.0,27,01-02-1964,1.0,2.0,1964.0,M,M,swimming,Unknown,Unknown
1964.01.27,Unprovoked,Fiji,Unknown,70 miles from Suva,Dr. George Lapin,FATAL,Y,2533.0,27,27-01-1964,27.0,1.0,1964.0,Unknown,M,fishing,Unknown,Unknown
1964.01.23,Unprovoked,South Africa,Eastern Cape Province,Nahoon,John Carlson,Heel & ankle bitten,N,2532.0,39,23-01-1964,23.0,1.0,1964.0,M,M,boarding,Unknown,Unknown
1964.01.22,Unprovoked,South Africa,Eastern Cape Province,Nahoon,Gerald Holder,Heel bitten,N,2531.0,17,22-01-1964,22.0,1.0,1964.0,M,M,standing/wading,Unknown,Unknown
1964.01.21,Boat,South Africa,Western Cape Province,20 m from shore at Strand,"Motor boat, occupants: Quintus Du Toit, J.H. van Heerden & J.P. Marais","No injury to occupants, shark holed  boat",N,2530.0,27,21-01-1964,21.0,1.0,1964.0,Unknown,M,photography/filming,White Shark,3.6
1964.01.18,Unprovoked,Australia,Western Australia,Hamelin Bay,Frank Hastie,Arm lacerated,N,2529.0,27,18-01-1964,18.0,1.0,1964.0,M,M,diving,Unknown,Unknown
1964.01.11,Unprovoked,United States,California,Southeast Farallon Island,Jack Rochette,Leg & thigh bitten,N,2528.0,21,11-01-1964,11.0,1.0,1964.0,M,M,other,White Shark,Unknown
1964.01.06.R,Unprovoked,Papua New Guinea,New Britain,"Barawon Beach, near Rabaul",male,FATAL,Y,2527.0,27,06-01-1964,6.0,1.0,1964.0,M,M,fishing,Tiger Shark,Unknown
1964.01.04,Unprovoked,Fiji,"Lomaloma, Lau",Tuvuca Isalnd,Tale Meve (female),Deep lacerations to her right thigh,N,2526.0,20,04-01-1964,4.0,1.0,1964.0,F,F,swimming,Unknown,Unknown
1964.01.01.b,Unprovoked,Australia,Western Australia,Metro coast,Edwards,Unknown,Unknown,2525.0,27,01-01-1964,1.0,1.0,1964.0,Unknown,M,unknown,Unknown,Unknown
1964.01.01.a,Unprovoked,South Africa,Western Cape Province,Mossel Bay,Jakobus Christiaan Steyn,Lacerations and puncture wounds in right arm ,N,2524.0,27,01-01-1964,1.0,1.0,1964.0,M,M,other,Shark,2.1
1964.01.00,Invalid,New Zealand,North Island,White Island,J.H. Seddon,No injury,N,2523.0,27,01-01-1964,1.0,1.0,1964.0,M,M,snorkeling,White Shark,Unknown
1963.12.29,Unprovoked,South Africa,KwaZulu-Natal,"Catfish Rock, between Salt Rock & ShakaÃÂÃÂÃÂÃÂs Rock",Barbara Elsa Strauss,"Right hand & foot severed, thigh & buttock lacerated",N,2522.0,20,29-12-1963,29.0,12.0,1963.0,F,F,standing/wading,Zambesi Shark,1.8
1963.12.26.b,Unprovoked,South Africa,KwaZulu-Natal,Umhlanga Rocks,Ronnie De Wet,"Lower leg bitten & foot severed, leg surgically amputated below knee",N,2521.0,24,26-12-1963,26.0,12.0,1963.0,M,M,swimming,Shark,1.8
1963.12.26.a,Unprovoked,Australia,Queensland,"Figtree Ledge, Hervey Bay",Mr. N. Warry,"No injury, shark's tail struck his armpit",N,2520.0,27,26-12-1963,26.0,12.0,1963.0,M,M,other,Lb Shark,4.3
1963.12.25,Unprovoked,South Africa,Eastern Cape Province,Gonubie River Mouth,Chester Wienand,"FATAL, shoulders, arms, abdomen & foot bitten  ",Y,2519.0,18,25-12-1963,25.0,12.0,1963.0,M,M,swimming,Unknown,Unknown
1963.12.22.b,Invalid,Atlantic Ocean,Between Southampton & Canary Islands,Unknown,woman,"One woman reported to have suffered fish bites, but cause of her death was exposure & drowning""",N,2518.0,27,22-12-1963,22.0,12.0,1963.0,F,F,other,Unknown,Unknown
1963.12.22.a,Provoked,South Africa,KwaZulu-Natal,"Next to West Street groyne, Durban",Desmond Woodhams,Foot lacerated  PROVOKED INCIDENT,N,2517.0,13,22-12-1963,22.0,12.0,1963.0,M,M,other,Dusky Shark,1.0
1963.12.21,Provoked,Australia,New South Wales,"Woolgoolga, Coffs Harbour",Leslie Cook,7 puncture wounds in right forearm from hooked shark PROVOKED INCIDENT,N,2516.0,27,21-12-1963,21.0,12.0,1963.0,M,M,fishing,Wobbegong Shark,0.91
1963.12.20.b,Unprovoked,South Africa,Western Cape Province,Hartenbos,Cornelius G. Coetzee,Foot lacerated,N,2515.0,27,20-12-1963,20.0,12.0,1963.0,M,M,fishing,White Shark,1.7
1963.12.20.a,Unprovoked,South Africa,KwaZulu-Natal,Umvoti,Matangusa Mzize,"FATAL, arm severed, leg bitten",Y,2514.0,15,20-12-1963,20.0,12.0,1963.0,M,M,other,Lb Zambesi Shark,Unknown
1963.12.08,Unprovoked,Australia,South Australia,55 miles south of Adelaide,Rodney Fox,Torso & hand lacerated,N,2513.0,23,08-12-1963,8.0,12.0,1963.0,M,M,fishing,White Shark,Unknown
1963.12.04.R,Unprovoked,New Britain,"South Coast, East New Britain",Pomio,Patape,"FATAL, leg severely bitten",Y,2512.0,22,04-12-1963,4.0,12.0,1963.0,M,M,fishing,Tiger Shark,Unknown
1963.11.30.b,Unprovoked,New Zealand,South Island,"Charteris Bay, Lyttleton Harbour",Charlie Dudley,Hand & lower leg severely injured,N,2511.0,20,30-11-1963,30.0,11.0,1963.0,M,M,other,Gill Shark,Unknown
1963.11.30.a,Provoked,Papua New Guinea,Gulf Province,"Kukipi, 150 miles west of Port Moresby in the Lakekamu River area","Siara Ikui, female",Left arm lacerated  PROVOKED INCIDENT,N,2510.0,18,30-11-1963,30.0,11.0,1963.0,F,F,other,Tiger Shark,Unknown
1963.11.28,Unprovoked,Fiji, Lau Province,"Dravuwalu, Totoya Island","Mereseini Wati, female",Elbow bitten,N,2509.0,21,28-11-1963,28.0,11.0,1963.0,F,F,fishing,Tiger Shark,1.2
1963.11.25,Unprovoked,Fiji,Vita Levu,Rewa River,Sumia Qio,Ankle & foot bitten,N,2508.0,25,25-11-1963,25.0,11.0,1963.0,M,M,other,Unknown,Unknown
1963.11.16.R,Unprovoked,Italy,Sicily,Off Mondello Lighthouse,Dr. Salito,No injury,N,2507.0,28,16-11-1963,16.0,11.0,1963.0,M,M,fishing,Unknown,Unknown
1963.11.14,Provoked,Australia,Queensland,Mermaid Beach,"boat Nora, occupant Bruce Harris","No injury to occupant, netted shark rammed & bit boat PROVOKED INCIDENT",N,2506.0,27,14-11-1963,14.0,11.0,1963.0,M,M,other,White Shark,4.57
1963.11.12,Provoked,United States,Florida,"8 miles south of Elliot Key, Miami-Dade County","D. R. Nelson, J. Greenberg & S.H. Gruber",No injury PROVOKED INCIDENT,N,2505.0,27,12-11-1963,12.0,11.0,1963.0,M,M,other,Silky Shark,1.9
1963.11.05.R,Unprovoked,Papua New Guinea,New Britain,"Barawon Beach, near Rabaul",Tule,Thigh lacerated ,N,2504.0,27,05-11-1963,5.0,11.0,1963.0,M,M,standing/wading,Shark,1.83
1963.11.04,Unprovoked,Palau,Western Caroline Islands,Koror,Saburo Dooley,Left calf lacerated,N,2503.0,35,04-11-1963,4.0,11.0,1963.0,M,M,fishing,Unknown,Unknown
1963.10.16,Unprovoked,United States,Florida,"Biltmore Beach, near Panama City",William Cheatham,"Right thigh &  foot bruised, right calf  lacerated",N,2502.0,28,16-10-1963,16.0,10.0,1963.0,M,M,other,Lb Shark,Unknown
1963.10.15,Provoked,North Pacific Ocean,Unknown,Unknown,"Eichi Nakata, of the the crew of the trawler Kayo Maru","Right hand lacerated, PROVOKED INCIDENT",N,2501.0,20,15-10-1963,15.0,10.0,1963.0,M,M,other,Unknown,Unknown
1963.09.29,Unprovoked,Chile,Unknown,"El Panul, 12km south of Coquimbo",Crisolog Urizar,FATAL,Y,2500.0,27,29-09-1963,29.0,9.0,1963.0,M,M,other,White Shark,4.0
1963.09.26,Invalid,United States,Florida,100 miles offshore,"After 2 days, Ann Dumas, 7,5 months pregnant, died of exposure & exhaution& her body was lashed to raft.",Sharks tried to overturn raft and took Mrs. Dumas' body; scavenging by shark/s,Y,2499.0,25,26-09-1963,26.0,9.0,1963.0,Unknown,M,other,To  Tiger Shark,3.0
1963.09.22,Unprovoked,Solomon Islands,Ysabel Island,Susukana Plantation,Dovi,"FATAL, right thigh, calf & foot bitten ",Y,2498.0,30,22-09-1963,22.0,9.0,1963.0,M,M,other,Shark,5.5
1963.09.13,Provoked,Australia,New South Wales,Wanda Beach,Peter Barron,"A ""dead"" shark grabbed by the tail bit his right torso PROVOKED INCIDENT",N,2497.0,18,13-09-1963,13.0,9.0,1963.0,M,M,surfing,Shark,1.5
1963.09.10,Provoked,United States,Florida,"Snapper Point Jetty, Miami, Dade County",Robert Olsen,Minor injury to left forearm  PROVOKED INCIDENT,N,2496.0,16,10-09-1963,10.0,9.0,1963.0,M,M,other,Nurse Shark,1.2
1963.08.00,Unprovoked,Dominican Republic,Santo Domingo,Rio Haina Port,2 males,"FATAL. Eyewitness said, ""One was thrown in the air like a basketball, and while in the air another shark took a bite out of his belly."" ",Y,2495.0,27,01-08-1963,1.0,8.0,1963.0,M,M,other,Unknown,Unknown
1963.07.28,Unprovoked,Federated States Of Micronesia,Eastern Caroline Islands,"Koop Reef, Truk (Chuuk)",Akira,Upper left arm bitten,N,2494.0,26,28-07-1963,28.0,7.0,1963.0,M,M,fishing,Tiger Shark,Unknown
1963.07.15,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",Robert Driscoll,"Left forearm bitten, surgically amputated?",N,2493.0,14,15-07-1963,15.0,7.0,1963.0,M,M,swimming,Unknown,Unknown
1963.07.11,Provoked,United States,Mississippi,Horn Island,"James Ronald Mason, deckhand","Cuts on right hand, PROVOKED INCIDENT",N,2492.0,24,11-07-1963,11.0,7.0,1963.0,M,M,other,Shark,1.2
1963.07.10.R,Sea Disaster,Jamaica,Unknown,Unknown,40 people were onboard,No survivors & a body sighted could not be recovered because of sharks,Y,2491.0,27,10-07-1963,10.0,7.0,1963.0,Unknown,M,other,Unknown,Unknown
1963.07.00,Unprovoked,Panama,San Blas coast,"4 miles from Tuwala, near Mulatuppu",an Indian male,"FATAL, foot nearly severed ",Y,2490.0,27,01-07-1963,1.0,7.0,1963.0,M,M,other,Unknown,Unknown
1963.06.01.b,Unprovoked,Greece,Thessaly,near Trikerion Island,Helga Pogl,FATAL,Y,2489.0,42,01-06-1963,1.0,6.0,1963.0,F,F,swimming,White Shark,3.0
1963.06.01.a,Provoked,Papua New Guinea,Central Province,Near Fisherman's Island,Au Kila (male),"Hooked shark bit his nose, arm and leg PROVOKED INCIDENT",N,2488.0,30,01-06-1963,1.0,6.0,1963.0,M,M,fishing,Shark,1.8
1963.05.18,Invalid,United States,California,San Mateo County,Gregory Moffatt,3 lacerations below right knee,N,2487.0,27,18-05-1963,18.0,5.0,1963.0,M,M,swimming,Unknown,Unknown
1963.05.14,Sea Disaster,Philippines,Luzon Island,100 miles southeast of Manila,Most were women & children,"Of the 42 people on board, 5 died of exposure, others drowned or were taken by sharks, and survivors were rescued after spending 3 days in the water.",Y,2486.0,8,14-05-1963,14.0,5.0,1963.0,F,F,other,Unknown,Unknown
1963.04.22,Provoked,Australia,New South Wales,Clarence Head,Jack Sonter,Foot lacerated by netted shark PROVOKED INCIDENT,N,2485.0,27,22-04-1963,22.0,4.0,1963.0,M,M,fishing,Grey Nurse Shark,Unknown
1963.04.20,Unprovoked,United States,US Virgin Islands,"St. Thomas, Magens Bay",Naval Lt. (jg) John Gibson,"FATAL, hand severed, shoulder, hip, foot, thigh bitten & femoral artery severed  ",Y,2484.0,25,20-04-1963,20.0,4.0,1963.0,M,M,swimming,Galapagos Shark,2.9
1963.04.17,Unprovoked,South Africa,KwaZulu-Natal,Amanzimtoti,Errol Fourie,Buttock bitten,N,2483.0,15,17-04-1963,17.0,4.0,1963.0,M,M,swimming,Unknown,Unknown
1963.04.13,Unprovoked,Australia,Western Australia,Yallingup,Brian Audas,Arm bitten,N,2482.0,25,13-04-1963,13.0,4.0,1963.0,M,M,other,Shark,1.8
1963.04.12,Unprovoked,United States,Hawaii,"Awili, South Kona, Hawai'i",Aiona Aka,Left foot & leg bitten,N,2481.0,15,12-04-1963,12.0,4.0,1963.0,M,M,surfing,Shark,4.5
1963.04.08,Invalid,United States,Hawaii,"Hapuna Beach, Hawai'i",Roy C. Kametani,"May have drowned prior to shark involvement, partial remains recovered",Y,2480.0,27,08-04-1963,8.0,4.0,1963.0,M,M,other,Unknown,Unknown
1963.03.30,Sea Disaster,Solomon Islands,Bougainville (North Solomons),Kieta,"Daniel Viva, missionary",FATAL,Y,2479.0,27,30-03-1963,30.0,3.0,1963.0,M,M,other,Unknown,Unknown
1963.02.27,Unprovoked,Papua New Guinea,New Ireland Province,Namatanai,Joseph To Toba,Right shoulder bitten,N,2478.0,27,27-02-1963,27.0,2.0,1963.0,M,M,swimming,Unknown,Unknown
1963.02.24,Unprovoked,Australia,New South Wales,Wombarra Beach near Austinmeer,Charles Dunn,Left leg lacerated,N,2477.0,18,24-02-1963,24.0,2.0,1963.0,M,M,fishing,Bronze Whaler Shark,3.0
1963.02.08,Unprovoked,Fiji,Lomaiviti  Island Group,"Taibaisa Passage, Gau Island",Jone Waiteatei,Left arm bitten,N,2476.0,28,08-02-1963,8.0,2.0,1963.0,M,M,fishing,White Shark,2.1
1963.02.06,Unprovoked,Mauritius,Rodrigues,Unknown,IrenÃÂÃÂÃÂÃÂ©  Rose,Laceration to right forearm,N,2475.0,24,06-02-1963,6.0,2.0,1963.0,M,M,unknown,Unknown,Unknown
1963.02.04,Invalid,United States,Florida,Off Key West,2 males,Shark involvement unconfirmed. Two shark-bitten lifejackets were recovered leading to speculation that sharks took at least 2 of the 39 missing crewmen,Y,2474.0,27,04-02-1963,4.0,2.0,1963.0,M,M,other,Unknown,Unknown
1963.01.30,Unprovoked,Fiji,Unknown,Unknown,Savenaca Kuruvakarua,Hand & arm severely lacerated,N,2473.0,41,30-01-1963,30.0,1.0,1963.0,M,M,diving,Unknown,Unknown
1963.01.28,Unprovoked,Australia,New South Wales,"Sugarloaf Bay, Middle Harbour, Sydney",Marcia Hathaway,"FATAL, right femoral artery severed, thigh, calf, buttock & left hand bitten  ",Y,2472.0,32,28-01-1963,28.0,1.0,1963.0,F,F,standing/wading,Shark,Unknown
1963.01.26,Invalid,Australia,New South Wales,Evans Head,Shaun Wilmot,"9' shark in area when he disappeared, body not recovered",Y,2471.0,25,26-01-1963,26.0,1.0,1963.0,M,M,swimming,Unknown,Unknown
1963.01.22,Boat,South Africa,Western Cape Province,False Bay,boat,"No injury to occupant, shark leapt inside boat",N,2470.0,27,22-01-1963,22.0,1.0,1963.0,Unknown,M,fishing,Lb Shark,Unknown
1963.01.14,Provoked,New Zealand,North Island,"Petone Beach, Wellington",Ian Alexander,Minor lacerations to hand and arm after he seized the shark's tail PROVOKED INCIDENT,N,2469.0,14,14-01-1963,14.0,1.0,1963.0,M,M,fishing,Grey Nurse Shark,1.8
1963.01.12,Provoked,South Africa,Eastern Cape Province,Humewood,,Foot bitten by shark hooked & taken on boat  PROVOKED INCIDENT,N,2468.0,27,12-01-1963,12.0,1.0,1963.0,M,M,fishing,Unknown,1.5
1963.01.11,Unprovoked,South Africa,KwaZulu-Natal,"Peace Cottage, Umdhloti",Barry E. Blackmore,Lacerations & punctures on left  forearm,N,2467.0,27,11-01-1963,11.0,1.0,1963.0,M,M,other,Unknown,1.0
1963.01.06,Unprovoked,South Africa,KwaZulu-Natal,"Selection Reef, Umdhloti",Clive Passmore,Lacerations to right  arm,N,2466.0,24,06-01-1963,6.0,1.0,1963.0,M,M,fishing,Zambesi Shark,2.0
1963.01.04,Provoked,Australia,South Australia,Off Franklin Island between Streaky Bay & Ceduna,"boat, occupants: Alf Dean, Jack Hood & Otto Bells",No injury to occupants; hooked shark slammed into side of boat PROVOKED INCIDENT,N,2465.0,27,04-01-1963,4.0,1.0,1963.0,M,M,fishing,White Shark,4.88
1963.01.00,Boat,Mozambique,Unknown,"Limpopo River, 547 km from the sea","Canoe, occupant: Jopie Averes","No injury to occupant. Shark tore chunk from canoe, then bumped 2 other canoes",N,2464.0,27,01-01-1963,1.0,1.0,1963.0,Unknown,M,unknown,Zambesi Shark,Unknown
1963.00.00.b,Unprovoked,Fiji,Vita Levu,Korolevu (South coast between Nadi & Suva),,No details,Unknown,2463.0,27,04-05-1963,4.0,5.0,1963.0,Unknown,M,unknown,Unknown,Unknown
1963.00.00.a,Unprovoked,Seychelles,Unknown,Unknown,male,Fatal,Y,2462.0,27,16-05-1905,16.0,5.0,1905.0,M,M,other,Unknown,Unknown
1962.12.30,Provoked,South Africa,KwaZulu-Natal,Shark tank at Oceanographic Research Institute,"A. B. ""Lofty"" Roets",Captive shark bit air hose & minor lacerations on diver's cheek PROVOKED INCIDENT,N,2461.0,27,30-12-1962,30.0,12.0,1962.0,M,M,diving,Dusky Shark,1.0
1962.12.09,Unprovoked,Australia,South Australia,Carrickalinga Head,Geoffrey Martin Corner,"FATAL, right leg bitten thigh to calf  ",Y,2460.0,16,09-12-1962,9.0,12.0,1962.0,M,M,fishing,White Shark,4.3
1962.12.00,Boat,South Africa,Western Cape Province,Swartklip,"boat Swift, occupants: Dolly Samuels & 8 other men","No injury to occupants, shark jumped onboard, knocking 2 anglers onto the deck",N,2459.0,27,01-12-1962,1.0,12.0,1962.0,F,F,fishing,Shark,2.0
1962.11.29,Unprovoked,Australia,New South Wales,Sydney,B. May,"No injury, shark bit spear & dragged diver 90'",N,2458.0,26,29-11-1962,29.0,11.0,1962.0,M,M,other,Shark,3.0
1962.11.25,Invalid,Australia,Queensland,Townsville,Hugh Meikel,"Skeletonized, except for head & feet. Possible drowning / scavenging",Y,2457.0,27,25-11-1962,25.0,11.0,1962.0,M,M,unknown,Unknown,Unknown
1962.11.11,Unprovoked,United States,California,Farallon Islands,Leroy French,"Arm, hand, buttock, leg and thigh bitten",N,2456.0,24,11-11-1962,11.0,11.0,1962.0,M,M,other,White Shark,4.3
1962.11.10,Boat,Australia,New South Wales,Off Kisma,"wooden boat, occupants: Jack Bullman & Keith Campbell",No injury to occupants. Shark rammed boat as they were pulling in a flathead,N,2455.0,27,10-11-1962,10.0,11.0,1962.0,Unknown,M,fishing,Unknown,3.0
1962.11.00,Sea Disaster,Mid Atlantic Ocean,Unknown,Off Bermuda,"Martin Fisher, radio operator","No injury, shark bit his boot",N,2454.0,27,01-11-1962,1.0,11.0,1962.0,M,M,other,Unknown,Unknown
1962.10.28,Unprovoked,South Africa,KwaZulu-Natal,Paradise Reef,Noel Holliday,Arm lacerated (minor injury),N,2453.0,30,28-10-1962,28.0,10.0,1962.0,M,M,fishing,Unknown,Unknown
1962.10.25,Unprovoked,Mexico,Veracruz,"Villa del Mar Beach, Veracruz","Nicolas Jimenez Nunez, a Catholic priest","FATAL, both legs bitten  ",Y,2452.0,32,25-10-1962,25.0,10.0,1962.0,M,M,standing/wading,Shark,2.7
1962.10.15,Unprovoked,Admiralty Islands,Manus Island,Sisi  (west coast of island),Pasingan,Facial lacerations,N,2451.0,26,15-10-1962,15.0,10.0,1962.0,M,M,unknown,Unknown,Unknown
1962.10.14,Boat,Australia,South Australia,Port Phillip Bay,"speedboat, occupant: Michael Wilson","No injury to occupant, shark ""nibbled"" at boat",N,2450.0,27,14-10-1962,14.0,10.0,1962.0,M,M,other,Grey Nurse Shark,Unknown
1962.10.06,Invalid,United States,California,2 miles off Santa Catalina Island,Marian Leaf,Drowned due to CO2 poisoning - Post Mortem Scavaging,N,2449.0,43,06-10-1962,6.0,10.0,1962.0,F,F,other,Blue Shark,Unknown
1962.10.00,Unprovoked,Panama,Pinas Bay,Unknown,"infant, male ","FATAL, body not recovered",Y,2448.0,1,01-10-1962,1.0,10.0,1962.0,M,M,other,Unknown,Unknown
1962.09.30,Unprovoked,British West Indies,Grand Turk Island,Long Cay,Wesley Vickrey,Left thigh & hand & speargun bitten,N,2447.0,24,30-09-1962,30.0,9.0,1962.0,M,M,fishing,Blacktip Shark,1.9
1962.09.22,Unprovoked,Mexico,Veracruz,"Villa del Mar Beach, Veracruz",Nestor Valenzuela,"Left arm severely bitten, surgically amputated",N,2446.0,20,22-09-1962,22.0,9.0,1962.0,M,M,swimming,Unknown,Unknown
1962.09.13,Unprovoked,South Atlantic Ocean,Off coast of West Africa,Off the passenger liner Stirling Castle,John MacIver,"FATAL, he died within minutes of being hauled back onboard the Stirling Castle",Y,2445.0,29,13-09-1962,13.0,9.0,1962.0,M,M,other,Unknown,Unknown
1962.09.02,Unprovoked,Italy,Tyrrhenian Sea,"Circeo, Secca del Quadro",Maurizio Sarra,"FATAL, multiple injuries to both legs  ",Y,2444.0,28,02-09-1962,2.0,9.0,1962.0,M,M,other,White Shark,Unknown
1962.08.31.R,Provoked,Israel,Sharon,2 km north of Apollonia,fisherman,"Details unknown, possibly a PROVOKED INCIDENT",Unknown,2443.0,27,31-08-1962,31.0,8.0,1962.0,M,M,fishing,Shark,2.5
"1962,08.30.b",Boat,Turkey,Antalya Province,Ucagiz,Occupant: Hasan Olta,No injury ,N,2442.0,27,30-08-1962,30.0,8.0,1962.0,M,M,unknown,Unknown,Unknown
1962.08.30.a,Provoked,Papua New Guinea,Northern District,Kufulu Point,Enigo Setiro,Posterior lower left leg lacerated by netted shark PROVOKED INCIDENT,N,2441.0,49,30-08-1962,30.0,8.0,1962.0,M,M,fishing,Colored Shark,Unknown
1962.08.29,Provoked,United States,California,"Solana Beach, San Diego County",Knox Harris,"Struck shark with abalone bar to scare it away from abalone, but shark bit his shoulder  PROVOKED INCIDENT",N,2440.0,39,29-08-1962,29.0,8.0,1962.0,M,M,other,Unknown,1.2
1962.08.26,Boat,United States,Florida,6 miles north of Palm Beach,"21' boat sank. Occupants: Max Butcher, George Hardy & Peter Thorne","No injury to occupants, sharks tore Max Butcher's life jacket & pants",N,2439.0,27,26-08-1962,26.0,8.0,1962.0,Unknown,M,unknown,Unknown,Unknown
1962.08.23,Boat,South Africa,Western Cape Province,Robbesteen,"4 m dinghy, occupants: Cecil Holmes, Chris Augustyn & Allen Varley ","No injury to occupants, shark hit boat, lifting it from the water, bit & dented propeller",N,2438.0,27,23-08-1962,23.0,8.0,1962.0,Unknown,M,fishing,Shark,4.3
1962.08.19,Unprovoked,United States,Texas,"Off Andy Bowie Park, Padre Island, near Port Isabel",Hans Fix,"FATAL, lower right leg bitten",Y,2437.0,40,19-08-1962,19.0,8.0,1962.0,M,M,other,Unknown,Unknown
1962.08.12,Unprovoked,United States,New Jersey,"Manasquan, Ocean County",Michael Roman,Left thigh & hand bitten,N,2436.0,24,12-08-1962,12.0,8.0,1962.0,M,M,standing/wading,Shark,1.8
1962.08.01,Unprovoked,Papua New Guinea,"New Ireland Province, Bismarck Archipelago","Pekinberui Village, Tabar Island","Tarara, a male","FATAL, right thigh severely bitten, right ankle lacerated ",Y,2435.0,27,01-08-1962,1.0,8.0,1962.0,M,M,fishing,Unknown,Unknown
1962.08.00.b,Unprovoked,Italy,Tyrrhenian Sea,"Circeo, Secca del Faro",Dante Matacchione,No injury,N,2434.0,27,,,,1962.0,M,M,diving,White Shark,Unknown
1962.08.00.a,Unprovoked,Senegal,Cap Vert Peninsula,Yoff Island,M.G.,Ankle bitten,N,2433.0,23,01-08-1962,1.0,8.0,1962.0,M,M,other,Unknown,3.5
1962.07.28,Unprovoked,United States,South Carolina,"Off Hilton Head, Beaufort County ",Robert Stein,Lacerations on left foot & hand,N,2432.0,21,28-07-1962,28.0,7.0,1962.0,M,M,standing/wading,Shark,1.8
1962.07.20,Provoked,Madagascar,Unknown,"Onboard tuna boat, M.V. Toscui Maru",Takemoto Masnori,Right calf lacerated by boated shark PROVOKED INCIDENT,N,2431.0,20,20-07-1962,20.0,7.0,1962.0,M,M,other,Shark,2.0
1962.07.19,Provoked,United States,California,30 miles south of San Clemente Island,Esteban L. Cervantes,"2 lacerations on left hand by hooked shark, PROVOKED INCIDENT",N,2430.0,19,19-07-1962,19.0,7.0,1962.0,M,M,other,Blue Shark,Unknown
1962.07.10,Unprovoked,United States,Georgia,"St. Simons Island or Jeykll Island, Glynn County",Leonard Harrison Hancock,"Cuts on fingers, hand & wrist",N,2429.0,41,10-07-1962,10.0,7.0,1962.0,M,M,other,Unknown,Unknown
1962.07.07,Unprovoked,United States,Georgia,"Jekyll Island, Glynn County",Gary Duncan,Laceration on hand,N,2428.0,13,07-07-1962,7.0,7.0,1962.0,M,M,other,Unknown,Unknown
1962.07.03.R,Invalid,Greece,Cyclades,Near Mykonos Island,Boat with tourists onboard,No injury,N,2427.0,27,03-07-1962,3.0,7.0,1962.0,Unknown,M,unknown,Shark,5.5
